essay_id,depth_mean,depth_max,depth_list,breadth_mean,breadth_max,breadth_list,total_nodes_mean,total_nodes_max,total_nodes_list,max_branching_factor_mean,max_branching_factor_max,max_branching_factor_list,CEFR
AR_gpt-4o_8_17_330,5.235294117647059,9,"4,5,4,6,3,4,5,4,4,5,7,5,5,7,7,5,9",3.2941176470588234,5,"4,2,2,4,5,2,3,4,5,3,3,5,3,2,4,3,2",9.176470588235293,15,"7,8,5,11,7,7,8,7,10,7,11,10,9,10,15,9,15",3.2941176470588234,5,"4,2,2,4,5,2,3,4,5,3,3,5,3,2,4,3,2",A1
AR_gpt-4o_8_17_331,6.764705882352941,9,"4,7,8,6,5,9,7,8,8,6,7,4,5,9,9,7,6",3.8823529411764706,6,"4,4,3,6,5,4,4,4,3,3,5,3,3,3,4,5,3",12.882352941176471,22,"7,14,15,16,10,16,14,12,15,9,14,6,9,15,15,22,10",3.8823529411764706,6,"4,4,3,6,5,4,4,4,3,3,5,3,3,3,4,5,3",A2
AR_gpt-4o_8_17_332,6.9375,15,"4,8,6,7,6,3,7,7,7,5,6,10,4,9,7,15",4.5625,7,"4,6,5,4,5,4,3,6,5,4,3,4,5,5,3,7",13.9375,35,"9,21,13,12,11,6,12,17,12,11,10,17,10,16,11,35",4.5,7,"4,6,5,4,5,4,3,6,5,4,2,4,5,5,3,7",A2
AR_gpt-4o_8_17_333,7.5,9,"7,5,9,9,5,9,7,6,7,8,9,9",4.333333333333333,5,"4,5,5,4,5,3,3,5,4,5,5,4",14.0,18,"12,10,18,14,9,15,13,15,14,17,16,15",4.333333333333333,5,"4,5,5,4,5,3,3,5,4,5,5,4",A2
AR_gpt-4o_8_17_334,7.5,10,"9,6,9,5,5,10,9,10,5,9,7,6",5.083333333333333,11,"4,5,3,4,5,3,6,7,5,4,11,4",17.333333333333332,29,"16,15,18,9,14,16,26,29,10,19,26,10",4.916666666666667,11,"4,5,3,4,4,3,6,7,5,3,11,4",A2
AR_gpt-4o_8_17_335,6.625,11,"4,4,5,7,8,3,8,6,8,5,7,10,6,7,11,7",3.8125,5,"4,4,4,4,4,5,4,4,4,3,3,3,5,4,3,3",12.25,19,"7,9,8,16,15,7,16,12,15,8,10,16,12,14,19,12",3.6875,5,"4,4,4,3,4,5,4,4,4,3,3,3,5,3,3,3",A2
AR_gpt-4o_8_17_336,7.230769230769231,13,"4,6,7,9,9,4,6,6,7,8,7,8,13",4.076923076923077,6,"4,4,4,6,3,5,6,3,3,5,3,2,5",13.923076923076923,25,"7,14,14,17,16,10,16,9,11,18,12,12,25",4.076923076923077,6,"4,4,4,6,3,5,6,3,3,5,3,2,5",A2
AR_gpt-4o_8_17_337,6.6923076923076925,11,"4,7,4,5,5,8,7,7,9,8,5,11,7",4.769230769230769,7,"4,6,3,5,5,5,4,5,7,3,6,4,5",15.538461538461538,23,"7,21,7,17,12,22,14,17,19,16,13,23,14",4.769230769230769,7,"4,6,3,5,5,5,4,5,7,3,6,4,5",A2
AR_gpt-4o_8_17_338,6.461538461538462,9,"4,7,6,8,3,9,6,6,8,6,7,6,8",5.076923076923077,8,"4,6,4,5,5,6,4,4,7,4,4,8,5",14.615384615384615,21,"7,21,15,15,7,21,11,9,20,12,15,19,18",4.923076923076923,8,"4,6,3,5,5,6,4,4,7,4,4,8,4",A2
AR_gpt-4o_8_17_339,7.909090909090909,11,"4,8,4,9,9,9,8,8,10,11,7",4.636363636363637,6,"4,5,4,6,4,4,6,4,5,4,5",16.727272727272727,29,"7,29,7,17,21,22,15,16,17,20,13",4.454545454545454,6,"4,5,4,6,3,4,6,3,5,4,5",A2
AR_gpt-4o_8_17_340,6.769230769230769,10,"6,7,8,9,4,10,4,6,7,6,10,5,6",4.461538461538462,6,"5,4,3,5,6,4,5,5,5,5,3,5,3",15.23076923076923,20,"17,16,15,20,13,18,10,17,16,15,19,13,9",4.461538461538462,6,"5,4,3,5,6,4,5,5,5,5,3,5,3",A2
AR_gpt-4o_8_50_1000,10.727272727272727,18,"7,12,8,18,16,10,8,10,10,10,9",5.363636363636363,7,"5,5,7,3,7,6,5,5,7,5,4",22.0,34,"22,23,21,23,29,19,12,22,34,18,19",5.363636363636363,7,"5,5,7,3,7,6,5,5,7,5,4",B2
AR_gpt-4o_8_50_981,8.857142857142858,15,"9,6,7,7,8,15,8,11,11,7,9,10,7,9",5.142857142857143,7,"5,5,6,5,6,3,5,7,5,5,5,5,5,5",18.5,26,"18,12,25,12,23,17,13,24,26,12,21,20,13,23",5.071428571428571,7,"5,5,6,5,6,3,5,7,4,5,5,5,5,5",B1
AR_gpt-4o_8_50_982,8.0,13,"9,8,10,6,7,6,3,8,13,4,11,12,7",4.615384615384615,6,"3,5,6,5,5,4,4,4,6,4,6,4,4",16.846153846153847,28,"13,15,23,14,16,14,6,12,27,12,28,24,15",4.538461538461538,6,"3,5,6,5,5,4,4,4,5,4,6,4,4",B1
AR_gpt-4o_8_50_983,7.4,14,"8,6,6,8,5,6,9,7,8,10,7,7,4,14,6",4.733333333333333,8,"5,5,4,3,6,3,7,5,4,3,3,7,8,4,4",15.066666666666666,28,"18,12,13,14,13,9,22,14,13,16,11,17,17,28,9",4.666666666666667,8,"5,5,4,3,6,3,7,4,4,3,3,7,8,4,4",B1
AR_gpt-4o_8_50_984,8.5,15,"9,7,15,6,9,8,6,7,7,9,9,7,12,8",5.285714285714286,7,"6,6,3,6,7,4,6,5,4,5,5,5,7,5",17.714285714285715,27,"21,15,21,14,20,13,14,17,13,19,19,15,27,20",5.285714285714286,7,"6,6,3,6,7,4,6,5,4,5,5,5,7,5",B1
AR_gpt-4o_8_50_985,8.23076923076923,12,"9,8,8,5,8,7,6,12,8,10,8,6,12",5.3076923076923075,7,"4,7,4,5,7,5,5,5,6,3,7,4,7",18.53846153846154,36,"20,20,14,9,19,19,13,27,20,13,20,11,36",5.3076923076923075,7,"4,7,4,5,7,5,5,5,6,3,7,4,7",B1
AR_gpt-4o_8_50_986,7.631578947368421,13,"10,6,7,7,5,8,9,8,7,9,5,9,13,3,9,7,5,8,10",3.9473684210526314,5,"3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3",13.894736842105264,19,"14,12,17,10,9,18,13,12,15,12,12,17,16,7,19,11,13,18,19",3.8947368421052633,5,"3,5,4,3,5,4,3,5,3,3,5,4,3,5,4,3,5,4,3",B1
AR_gpt-4o_8_50_987,8.214285714285714,11,"7,7,8,9,6,11,7,7,8,7,9,9,10,10",4.857142857142857,7,"4,5,5,5,5,5,4,5,5,3,5,5,7,5",17.428571428571427,25,"11,13,22,19,11,20,16,13,21,12,15,25,24,22",4.857142857142857,7,"4,5,5,5,5,5,4,5,5,3,5,5,7,5",B1
AR_gpt-4o_8_50_988,7.733333333333333,12,"9,6,9,11,3,9,9,6,9,7,4,9,5,12,8",4.866666666666666,7,"3,5,7,3,5,7,4,5,5,4,5,5,5,5,5",16.8,30,"14,13,20,19,7,20,14,10,23,18,8,22,12,30,22",4.666666666666667,7,"3,5,7,3,5,7,4,5,5,3,5,3,5,5,5",B1
AR_gpt-4o_8_50_989,7.0,10,"7,6,5,10,6,6,7,4,9,7,9,8",5.25,7,"4,5,5,5,5,6,6,5,6,3,7,6",15.583333333333334,26,"10,12,14,16,13,20,15,10,24,10,26,17",5.25,7,"4,5,5,5,5,6,6,5,6,3,7,6",B1
AR_gpt-4o_8_50_990,8.416666666666666,12,"7,9,12,6,8,8,6,6,12,6,9,12",4.666666666666667,6,"3,4,6,5,5,3,5,5,4,5,5,6",17.833333333333332,34,"11,16,29,14,18,11,12,17,17,12,23,34",4.583333333333333,6,"3,3,6,5,5,3,5,5,4,5,5,6",B1
AR_gpt-4o_8_50_991,11.166666666666666,17,"9,9,13,11,16,6,17,12,8,11,10,12",5.416666666666667,8,"3,8,6,6,4,5,5,7,5,6,5,5",24.0,38,"13,23,30,24,28,11,38,28,16,30,20,27",5.25,8,"3,8,5,6,4,5,5,7,5,5,5,5",B2
AR_gpt-4o_8_50_992,10.76923076923077,15,"13,10,9,15,11,10,9,12,8,9,10,13,11",5.153846153846154,7,"5,5,7,5,4,5,5,4,4,6,7,4,6",22.53846153846154,29,"29,18,27,22,22,19,18,21,16,20,26,26,29",5.076923076923077,7,"5,5,7,5,3,5,5,4,4,6,7,4,6",B2
AR_gpt-4o_8_50_993,9.5,18,"10,7,18,7,9,12,8,11,6,6,9,11",5.083333333333333,8,"5,6,3,5,3,8,5,6,4,5,6,5",20.583333333333332,27,"20,18,27,15,17,26,17,25,17,16,22,27",5.083333333333333,8,"5,6,3,5,3,8,5,6,4,5,6,5",B2
AR_gpt-4o_8_50_994,9.933333333333334,16,"8,16,11,6,9,9,13,6,10,10,8,9,11,12,11",5.066666666666666,9,"3,9,5,5,5,4,4,5,6,4,6,5,5,5,5",20.733333333333334,35,"13,35,31,14,20,14,22,13,26,21,14,19,26,20,23",4.933333333333334,9,"3,9,3,5,5,4,4,5,6,4,6,5,5,5,5",B2
AR_gpt-4o_8_50_995,9.538461538461538,16,"8,10,16,9,7,9,7,10,5,14,10,9,10",4.846153846153846,8,"3,4,6,5,3,6,4,5,4,8,6,5,4",21.692307692307693,32,"13,27,30,16,14,26,13,29,12,32,22,26,22",4.769230769230769,8,"3,4,6,5,3,6,4,5,4,8,6,5,3",B2
AR_gpt-4o_8_50_996,9.0,13,"9,8,10,6,12,8,6,7,13,7,9,9,10,8,13",4.866666666666666,7,"6,3,5,3,7,6,3,4,3,5,7,4,5,5,7",20.6,38,"23,14,20,13,33,22,11,16,20,16,18,20,24,21,38",4.533333333333333,7,"6,3,5,3,7,6,3,3,3,5,7,4,5,5,3",B2
AR_gpt-4o_8_50_997,10.25,19,"11,8,19,6,13,13,6,11,8,10,10,8",5.0,7,"7,6,3,5,4,4,6,6,4,4,6,5",21.416666666666668,28,"28,17,28,16,26,21,15,28,14,18,25,21",4.833333333333333,6,"6,6,3,5,4,4,6,6,3,4,6,5",B2
AR_gpt-4o_8_50_998,11.555555555555555,14,"12,14,12,10,9,13,10,11,13",5.888888888888889,8,"7,5,3,7,6,7,4,8,6",27.11111111111111,38,"33,25,19,30,21,29,14,38,35",5.222222222222222,7,"5,5,3,7,6,7,4,4,6",B2
AR_gpt-4o_8_50_999,8.866666666666667,14,"11,9,14,5,10,9,8,7,8,8,10,8,11,8,7",5.733333333333333,8,"3,7,8,5,7,4,5,6,6,6,6,5,6,6,6",21.333333333333332,30,"16,20,30,13,29,19,18,21,19,20,25,18,25,24,23",5.666666666666667,8,"3,7,8,5,7,3,5,6,6,6,6,5,6,6,6",B2
AR_gpt-4o_8_58_1141,9.454545454545455,16,"8,9,8,10,8,9,7,10,9,10,16",5.0,8,"5,4,4,3,5,5,4,8,7,7,3",23.454545454545453,34,"23,24,19,20,24,26,16,23,27,34,22",5.0,8,"5,4,4,3,5,5,4,8,7,7,3",B1
AR_gpt-4o_8_58_1142,9.75,14,"6,10,8,7,12,12,9,14",5.125,7,"5,7,4,7,5,5,4,4",24.625,29,"21,26,16,29,27,29,22,27",4.875,7,"4,7,4,7,4,5,4,4",B1
AR_gpt-4o_8_58_1143,10.090909090909092,15,"7,9,11,15,8,9,9,9,9,14,11",4.181818181818182,6,"6,4,3,3,3,4,5,3,6,5,4",22.09090909090909,35,"19,23,20,25,13,22,20,15,25,35,26",4.0,6,"6,3,3,3,3,4,5,3,6,5,3",B1
AR_gpt-4o_8_58_1144,8.666666666666666,13,"7,10,7,8,10,6,7,11,8,8,13,9",4.75,7,"3,6,4,5,4,5,4,7,5,5,4,5",19.333333333333332,28,"11,28,17,16,28,14,15,20,21,21,20,21",4.666666666666667,7,"3,5,4,5,4,5,4,7,5,5,4,5",B1
AR_gpt-4o_8_58_1145,7.428571428571429,13,"5,5,9,5,9,9,4,13,6,6,6,8,9,10",4.642857142857143,6,"3,6,5,5,4,5,5,4,5,5,4,6,5,3",16.785714285714285,26,"9,14,26,11,21,18,9,22,14,16,15,18,26,16",4.571428571428571,6,"3,6,5,5,4,5,5,4,5,5,3,6,5,3",B1
AR_gpt-4o_8_58_1146,8.923076923076923,12,"9,11,8,11,12,6,7,7,9,10,10,6,10",5.076923076923077,8,"6,5,3,6,5,7,6,8,3,4,5,5,3",20.692307692307693,30,"25,21,14,30,28,18,20,19,16,23,24,13,18",4.923076923076923,8,"6,5,3,6,4,6,6,8,3,4,5,5,3",B1
AR_gpt-4o_8_58_1147,9.583333333333334,14,"4,9,12,11,12,8,9,7,12,10,14,7",4.75,7,"6,3,7,4,3,4,5,5,3,5,7,5",21.0,35,"15,14,35,22,22,16,22,16,20,26,27,17",4.083333333333333,7,"5,3,4,3,3,4,3,5,3,4,7,5",B1
AR_gpt-4o_8_58_1148,9.666666666666666,14,"14,12,9,11,11,8,11,9,9,6,8,8",4.916666666666667,6,"6,4,4,6,4,6,3,6,4,6,4,6",22.083333333333332,32,"32,21,21,27,20,24,20,27,17,15,18,23",4.833333333333333,6,"6,4,4,6,4,6,3,5,4,6,4,6",B1
AR_gpt-4o_8_58_1149,9.363636363636363,12,"6,9,11,10,9,8,8,9,12,10,11",4.636363636363637,7,"6,5,4,3,5,7,5,5,4,4,3",21.454545454545453,26,"18,21,24,17,23,25,21,20,26,20,21",4.181818181818182,7,"5,5,4,3,5,7,3,5,3,4,2",B1
AR_gpt-4o_8_58_1150,9.083333333333334,13,"4,9,13,8,11,12,8,8,9,8,9,10",4.416666666666667,6,"4,3,6,4,3,5,5,5,5,3,5,5",20.416666666666668,39,"10,14,39,14,22,27,22,18,16,15,25,23",3.8333333333333335,5,"4,3,4,3,3,3,4,5,5,3,5,4",B1
AR_gpt-4o_8_58_1151,9.333333333333334,13,"7,10,7,9,8,10,11,4,12,9,13,12,10,10,8",5.133333333333334,9,"5,5,4,5,4,6,9,6,5,6,4,5,5,4,4",22.2,32,"21,20,14,19,17,31,32,13,26,19,30,27,21,26,17",4.6,6,"5,5,3,5,3,6,5,6,5,6,4,4,5,4,3",B2
AR_gpt-4o_8_58_1152,8.882352941176471,13,"9,11,8,5,12,9,5,11,8,8,13,7,8,6,9,13,9",5.0,7,"5,3,5,6,6,3,6,5,5,5,4,5,6,5,4,7,5",21.823529411764707,35,"21,20,18,14,35,19,12,30,19,14,30,18,30,17,23,27,24",4.823529411764706,7,"4,3,5,6,6,3,6,5,4,5,4,5,6,5,3,7,5",B2
AR_gpt-4o_8_58_1153,9.222222222222221,17,"10,10,10,11,9,7,5,9,10,6,7,11,9,10,11,7,17,7",4.777777777777778,7,"5,4,6,5,5,7,5,3,6,6,3,6,3,2,3,5,7,5",18.555555555555557,33,"24,16,24,18,20,20,11,17,20,12,12,24,13,13,19,20,33,18",4.777777777777778,7,"5,4,6,5,5,7,5,3,6,6,3,6,3,2,3,5,7,5",B2
AR_gpt-4o_8_58_1154,9.76923076923077,15,"9,9,9,9,8,7,13,7,10,6,15,12,13",4.615384615384615,9,"4,3,4,3,5,9,3,4,6,4,4,5,6",20.846153846153847,32,"25,19,21,14,15,22,19,12,26,15,30,32,21",4.615384615384615,9,"4,3,4,3,5,9,3,4,6,4,4,5,6",B2
AR_gpt-4o_8_58_1155,9.714285714285714,15,"11,15,9,9,9,4,9,12,5,13,11,14,8,7",5.285714285714286,7,"4,5,5,5,7,6,6,5,6,3,6,7,4,5",23.071428571428573,32,"27,32,16,24,31,11,27,23,16,20,32,30,19,15",5.0,7,"4,5,5,4,6,6,6,5,6,3,5,7,3,5",B2
AR_gpt-4o_8_58_1156,9.615384615384615,14,"14,10,7,8,12,6,7,10,11,11,10,11,8",4.846153846153846,6,"5,5,5,4,6,5,4,5,6,6,4,4,4",22.76923076923077,32,"30,32,14,18,29,16,16,24,27,32,17,20,21",4.538461538461538,6,"5,4,5,3,6,5,3,5,6,5,4,4,4",B2
AR_gpt-4o_8_58_1157,10.166666666666666,15,"11,9,10,9,13,9,15,7,9,8,14,8",5.083333333333333,6,"3,6,5,6,6,5,4,5,6,6,6,3",27.083333333333332,43,"18,30,28,31,39,19,26,20,27,29,43,15",4.75,6,"3,6,5,5,4,5,3,5,6,6,6,3",B2
AR_gpt-4o_8_58_1158,9.6875,15,"11,9,6,12,12,5,9,8,10,5,12,10,15,13,7,11",4.875,7,"5,5,4,6,5,5,5,7,5,5,5,3,5,3,5,5",22.0625,32,"27,22,15,31,30,11,19,23,24,15,27,16,32,24,14,23",4.375,5,"5,5,4,4,4,5,5,4,5,5,3,3,5,3,5,5",B2
AR_gpt-4o_8_58_1159,10.357142857142858,15,"10,9,13,14,15,10,8,10,10,12,7,8,11,8",4.571428571428571,7,"3,5,7,3,4,6,6,4,3,7,4,5,4,3",22.285714285714285,34,"18,23,34,20,28,23,24,22,18,33,18,18,19,14",4.357142857142857,7,"3,5,7,3,4,6,6,4,3,4,4,5,4,3",B2
AR_gpt-4o_8_58_1160,9.8125,16,"16,11,7,10,11,7,4,13,10,8,11,8,11,12,7,11",5.25,9,"6,4,5,3,6,9,6,5,8,4,3,3,6,5,7,4",21.9375,34,"34,23,15,17,28,25,14,28,28,15,24,11,21,29,21,18",4.9375,9,"6,3,5,3,6,9,6,4,8,3,3,3,6,4,7,3",B2
AR_gpt-4o_8_79_1561,7.888888888888889,11,"6,10,8,6,7,9,8,9,9,9,7,6,8,9,11,7,5,8",4.222222222222222,7,"3,3,5,5,3,5,7,5,3,2,5,5,4,5,2,3,6,5",15.166666666666666,25,"13,17,16,10,10,17,25,15,14,11,13,19,16,18,15,11,14,19",4.111111111111111,7,"3,3,5,5,3,5,7,5,3,2,5,3,4,5,2,3,6,5",B1
AR_gpt-4o_8_79_1562,7.411764705882353,13,"4,7,10,7,13,6,4,8,9,8,7,5,7,6,9,6,10",4.294117647058823,6,"5,4,3,5,5,3,5,4,4,4,4,5,6,3,4,3,6",15.058823529411764,31,"11,15,15,15,22,10,9,14,16,14,18,10,23,11,12,10,31",4.176470588235294,6,"5,4,3,5,4,3,5,4,4,4,3,5,6,3,4,3,6",B1
AR_gpt-4o_8_79_1563,8.533333333333333,13,"10,10,10,10,6,9,6,7,10,8,6,13,8,7,8",4.466666666666667,10,"5,4,6,2,5,4,2,5,4,4,4,5,3,10,4",18.4,30,"25,21,30,13,12,20,10,22,17,12,14,22,14,27,17",4.333333333333333,9,"5,3,6,2,5,4,2,5,4,4,4,5,3,9,4",B1
AR_gpt-4o_8_79_1564,8.866666666666667,12,"8,10,6,11,9,8,10,9,8,11,10,8,6,7,12",4.4,7,"6,2,5,4,7,5,3,4,4,4,4,5,4,3,6",17.8,32,"20,16,11,20,24,13,14,20,11,24,20,14,11,17,32",4.333333333333333,7,"6,2,5,3,7,5,3,4,4,4,4,5,4,3,6",B1
AR_gpt-4o_8_79_1565,7.411764705882353,12,"10,10,4,5,6,6,4,6,9,8,12,7,7,6,9,9,8",4.529411764705882,7,"7,3,5,5,5,6,5,3,4,4,5,3,5,3,3,6,5",15.647058823529411,26,"24,18,9,12,19,15,9,9,20,11,26,11,12,10,17,25,19",4.529411764705882,7,"7,3,5,5,5,6,5,3,4,4,5,3,5,3,3,6,5",B1
AR_gpt-4o_8_79_1566,9.090909090909092,11,"11,10,8,8,8,11,8,9,7,10,10",4.909090909090909,10,"5,5,3,5,3,4,5,7,4,3,10",19.818181818181817,31,"27,18,15,15,14,20,18,23,14,23,31",4.7272727272727275,10,"4,5,3,5,2,4,5,7,4,3,10",B1
AR_gpt-4o_8_79_1567,8.333333333333334,10,"10,7,6,10,9,9,10,7,7,7,7,9,8,9,10",4.466666666666667,7,"4,5,4,3,4,5,5,4,5,4,3,5,4,7,5",18.266666666666666,30,"19,14,13,16,14,20,22,15,22,12,12,24,13,30,28",4.4,7,"3,5,4,3,4,5,5,4,5,4,3,5,4,7,5",B1
AR_gpt-4o_8_79_1568,7.733333333333333,12,"12,6,6,6,9,10,6,8,7,5,8,9,10,6,8",4.466666666666667,7,"5,5,5,5,4,4,4,5,3,3,6,3,7,4,4",17.733333333333334,30,"30,12,14,15,20,17,10,17,15,11,25,17,30,14,19",4.466666666666667,7,"5,5,5,5,4,4,4,5,3,3,6,3,7,4,4",B1
AR_gpt-4o_8_79_1569,8.583333333333334,12,"11,6,12,7,6,10,6,9,11,6,9,10",4.333333333333333,7,"5,4,5,4,4,4,3,3,5,4,4,7",19.25,34,"25,12,27,14,13,19,14,13,28,13,19,34",4.166666666666667,7,"5,4,5,4,4,3,3,3,5,4,3,7",B1
AR_gpt-4o_8_79_1570,7.25,9,"8,7,9,6,6,8,7,5,7,7,6,8,7,8,8,9",4.375,7,"7,5,4,5,4,3,4,5,4,6,5,3,3,4,3,5",15.5,27,"25,11,17,16,10,17,15,9,16,20,10,13,16,13,13,27",4.1875,6,"5,5,4,5,4,3,4,5,3,6,5,3,3,4,3,5",B1
AR_gpt-4o_8_79_1571,8.0,11,"5,9,10,5,9,7,7,10,7,5,9,10,9,6,11,5,8,9,9,10",4.85,7,"5,6,5,5,5,7,5,4,6,5,4,4,4,4,5,6,3,4,5,5",17.9,27,"15,26,16,9,21,27,13,22,23,13,17,20,13,13,27,11,13,16,21,22",4.7,7,"5,6,5,5,5,7,5,3,6,5,4,3,4,4,5,6,3,3,5,5",B2
AR_gpt-4o_8_79_1572,8.473684210526315,13,"5,10,10,7,11,7,8,9,7,9,9,7,5,7,8,10,13,7,12",4.842105263157895,7,"5,6,5,5,4,6,5,4,5,4,4,6,4,5,3,4,7,5,5",19.894736842105264,41,"15,23,24,15,20,20,14,19,17,18,23,21,12,24,13,13,41,16,30",4.631578947368421,7,"5,5,4,5,4,6,5,4,5,4,3,6,3,5,3,4,7,5,5",B2
AR_gpt-4o_8_79_1573,8.157894736842104,13,"13,8,8,7,7,11,6,11,8,9,9,5,8,7,7,8,10,6,7",5.0,10,"5,3,5,5,5,3,5,6,5,5,5,5,5,4,5,6,3,10,5",19.36842105263158,43,"30,13,15,15,14,19,12,43,15,22,24,10,20,16,13,24,19,25,19",4.7894736842105265,9,"5,3,5,5,5,3,5,6,5,3,5,5,5,3,5,6,3,9,5",B2
AR_gpt-4o_8_79_1574,9.277777777777779,13,"13,8,8,10,9,7,6,10,6,12,12,9,8,11,13,8,10,7",4.722222222222222,9,"6,5,4,3,5,4,5,5,3,6,3,4,5,4,6,3,9,5",21.555555555555557,34,"27,21,14,22,19,14,20,28,13,31,15,18,19,24,31,18,34,20",4.444444444444445,8,"6,5,4,3,5,4,5,4,3,6,3,4,3,4,6,3,8,4",B2
AR_gpt-4o_8_79_1575,8.176470588235293,13,"6,12,7,8,7,7,6,9,10,8,7,10,8,8,8,5,13",4.823529411764706,7,"5,5,5,5,5,7,5,3,7,5,3,3,5,4,5,5,5",18.764705882352942,33,"18,27,12,17,18,27,14,16,25,13,17,14,16,18,21,13,33",4.764705882352941,7,"5,5,5,5,5,7,5,3,7,5,3,3,5,3,5,5,5",B2
AR_gpt-4o_8_79_1576,9.8,14,"5,11,10,11,8,10,12,6,9,14,6,8,13,12,12",4.466666666666667,6,"5,4,3,5,4,6,4,6,3,5,5,5,3,4,5",21.266666666666666,36,"16,22,17,24,14,22,24,15,18,36,15,19,21,23,33",4.2,6,"5,3,3,4,4,6,4,6,3,5,5,3,3,4,5",B2
AR_gpt-4o_8_79_1577,8.6875,12,"9,11,9,7,9,9,10,10,8,11,6,8,7,6,12,7",4.4375,7,"3,4,5,5,4,3,5,5,5,3,5,4,5,5,7,3",17.5,32,"16,19,17,12,17,14,16,26,16,21,12,17,12,20,32,13",4.125,6,"3,4,5,5,4,2,5,4,5,3,5,3,5,4,6,3",B2
AR_gpt-4o_8_79_1578,9.6875,14,"8,8,11,8,14,8,5,13,10,8,13,8,9,13,6,13",4.5,6,"3,6,3,3,5,6,4,5,5,4,5,4,4,5,5,5",22.8125,37,"14,27,19,14,37,23,12,29,26,15,33,13,22,31,16,34",4.25,6,"3,6,3,3,4,6,4,3,5,3,5,4,4,5,5,5",B2
AR_gpt-4o_8_79_1579,10.2,14,"12,9,10,8,8,9,8,13,14,11",5.9,11,"5,5,6,6,6,4,5,3,8,11",24.9,42,"23,22,26,25,21,22,17,16,35,42",5.1,8,"5,3,6,6,6,2,4,3,8,8",B2
AR_gpt-4o_8_79_1580,9.0,17,"12,7,5,9,11,7,11,9,8,6,13,9,17,8,7,7,8,5,12",5.157894736842105,7,"5,5,5,5,7,5,6,6,5,3,5,5,2,6,6,3,7,5,7",20.894736842105264,40,"31,17,9,21,33,13,25,22,13,10,33,14,19,28,18,14,22,15,40",4.947368421052632,7,"5,5,5,5,7,5,6,5,5,3,4,5,2,6,6,3,7,5,5",B2
AR_gpt-4o_9_145_2881,10.6875,15,"9,10,8,11,11,8,11,6,11,11,13,9,15,13,10,15",5.4375,8,"6,5,5,5,3,5,5,4,5,8,7,6,6,4,8,5",25.9375,37,"30,21,18,28,19,22,27,13,21,33,34,27,32,27,37,26",5.0,8,"6,5,3,5,3,3,5,4,5,8,7,6,6,4,5,5",C1
AR_gpt-4o_9_145_2882,11.4,18,"11,11,15,8,18,14,9,7,8,13,12,12,13,11,9",5.066666666666666,8,"6,4,4,4,4,6,5,3,5,5,7,4,6,8,5",28.933333333333334,42,"26,29,28,23,31,42,16,15,20,31,41,27,34,39,32",4.733333333333333,8,"6,3,3,4,3,5,5,3,5,4,7,4,6,8,5",C1
AR_gpt-4o_9_145_2883,12.818181818181818,21,"12,12,8,16,12,12,21,12,14,10,12",5.454545454545454,9,"6,5,6,4,6,5,4,9,4,7,4",29.727272727272727,39,"32,24,25,28,32,29,39,36,30,32,20",5.0,9,"6,5,6,3,5,4,4,9,3,7,3",C1
AR_gpt-4o_9_145_2884,11.818181818181818,26,"10,10,8,12,26,11,14,11,8,12,8",5.545454545454546,9,"5,5,5,5,3,7,5,7,4,9,6",29.272727272727273,39,"27,27,24,30,36,30,35,30,22,39,22",5.181818181818182,9,"5,5,5,5,3,7,3,7,4,9,4",C1
AR_gpt-4o_9_145_2885,9.375,13,"9,11,8,10,10,11,6,9,8,11,5,13,9,7,12,11",5.1875,7,"7,5,4,5,5,6,5,3,4,5,5,5,4,6,7,7",23.4375,35,"35,24,18,21,29,29,14,18,17,27,13,33,21,17,29,30",5.0625,7,"7,5,4,5,4,5,5,3,4,5,5,5,4,6,7,7",C1
AR_gpt-4o_9_145_2886,11.416666666666666,15,"10,11,15,13,12,11,5,12,13,12,9,14",5.083333333333333,7,"6,5,5,4,4,4,5,5,5,7,4,7",27.333333333333332,36,"36,26,33,28,21,27,15,18,36,32,24,32",5.083333333333333,7,"6,5,5,4,4,4,5,5,5,7,4,7",C1
AR_gpt-4o_9_145_2887,14.0,18,"8,15,11,17,15,13,16,9,18,16,16",4.909090909090909,6,"6,5,5,4,5,5,3,5,6,5,5",32.72727272727273,49,"27,44,26,33,29,24,29,23,36,40,49",4.636363636363637,6,"6,4,4,3,5,5,3,5,6,5,5",C1
AR_gpt-4o_9_145_2888,11.538461538461538,16,"16,8,10,9,12,10,9,12,11,14,13,11,15",5.076923076923077,7,"3,6,5,5,4,7,5,5,5,6,6,5,4",26.0,32,"21,26,20,23,31,21,24,26,29,32,29,28,28",4.846153846153846,7,"3,6,5,5,3,7,5,5,4,6,6,5,3",C1
AR_gpt-4o_9_145_2889,9.909090909090908,12,"8,10,9,10,11,12,10,8,12,11,8",5.545454545454546,8,"7,5,4,5,5,4,7,4,5,8,7",25.90909090909091,37,"37,23,26,29,22,23,27,20,21,31,26",5.454545454545454,8,"6,5,4,5,5,4,7,4,5,8,7",C1
AR_gpt-4o_9_145_2890,11.545454545454545,15,"12,11,11,12,8,14,12,11,10,11,15",5.545454545454546,9,"6,7,4,5,5,6,4,7,5,9,3",29.636363636363637,37,"33,24,27,28,21,37,37,36,26,32,25",5.363636363636363,9,"6,7,3,5,5,6,3,7,5,9,3",C1
