Document_ID,Essay,CEFR,word_count
AR-130-94968,وسائل التواصل الاجتماعي لها تأثيران على الفرد والمجتمع، ومفهوم التواصل الاجتماعي هو برامج إلكترونية منوعة يمكن لمستخدميها التواصل مع الآخرين أو نشر الصور والفيديوهات والكثير من الأشياء فيها. عادة ما تكون إيجابية أو سلبية لذلك يجب الحرص على اتباع التعليمات للابتعاد عن السلبية. تأثير التواصل الاجتماعي على الفرد من الفوائد اكتساب المعلومات وتطوير الذات، تبادل صفحات حوارية مع الأصدقاء وتبادل الرأي والنقاش عن مواضيع مختلفة. تفسح مجال الإبداع في ذهن الفرد ويكتسب الفرد الوعي وما يدور من حوله من الأخبار والمستجدات الجديدة. فيها فرصة مميزة لاكتساب المعلومات وتوسعة الابتكار في ذهن كل فرد. تأثيراتها السلبية والأضرار مكنت للفرد الانعزال عن المجتمع وإضاعة الوقت، نشر الإشاعات وترويجها أيضا يسبب المشاكل القانونية. تأثير التواصل الاجتماعي على المجتمع احتمال أن يكون سلبيا أو إيجابيا، من الإيجابيات أنه يمكن للمجتمع نشر المعلومات عن المجتمع ومساعدة الآخرين والحرص على المعرفة في الأخبار الحصرية، سيبدو كعالم صغير فيه المجتمع من خلف الشاشات الإلكترونية. السلبيات ومن أهمها ترويج المعلومات الخاطئة وزيادة الكراهية والعنصرية بين أفراد المجتمع. في رأيي عن كيفية الابتعاد عن السلبيات يجب الرقابة والوعي والتثقيف بين أفراد المجتمع ونشر الإيجابيات فقط وعدم التشجيع على نشر المعلومات الخاطئة. يجب على الفرد والمجتمع الاستفادة من التواصل الاجتماعي، فنحن في العصر الحديث ونبني ونطور من أنفسنا كل يوم بعد يوم.,B1,200
AR-130-94976,العنوان: وسائل التواصل الاجتماعي ظهرت في السنين الأخيرة برامج تستخدم للتواصل عن طريق الإنترنت تدعى وسائل التواصل الاجتماعي منها: (الإنستجرام)، (السنابتشات)، (واتساب) إلخ. هذه الوسائل أثرت على الفرد والمجتمع بطرق عدة، منها سلبية ومنها إيجابية. إيجابيات وسائل التواصل الاجتماعية كثيرة، منها أنها ساعدت على تطوير العلاقات بين أفراد المجتمع، فمن خلالها بدأ الأفراد يتواصلون مع بعضهم البعض صوتا وصورة. فمثلا هناك برامج مخصصة لمكالمات الفيديو والتي تمنح للمستخدم الفرصة أن يرى ويتكلم مع شخص آخر. أيضا ساهمت هذه البرامج في شهرة بعض الدول والحضارات وأيضا الأشخاص لأنها وفرت طرقا سهلة لنشر الصور والفيديوهات عبر الإنترنت وساعدت المستخدم بأن يوصل رسالته للمتلقي بطرق سهلة وحديثة لا تتطلب مجهودا كبيرا. بما أن هناك إيجابيات لوسائل التواصل الاجتماعي، هناك أيضا سلبيات عدة. من بعد ظهور هذه الوسائل أصبح بعض الأفراد والمراهقين خاصة يستخدمون الهواتف النقالة والأجهزة الإلكترونية لفترات طويلة لحد الإدمان، وهذا أثر على حياتهم الواقعية وحياتهم مع أفراد عائلتهم. فبسبب هذه الوسائل أصبح البشر يتناقشون ويعبرون عبر هذه الوسائل فقط، وهذا أثر على قدرتهم على التواصل مع الأفراد الآخرين وجها لوجه. أيضا أصبحت العلاقات بين أفراد الأسرة والعائلة ضعيفة لأن كل فرد يفضل الجلوس واستخدام وسائل التواصل الاجتماعي عبر الأجهزة الإلكترونية بدلا من الجلوس كعائلة. إضافة إلى ذلك، بسبب سهولة انتشار الأخبار عبر هذه الوسائل تم استغلالها لنشر الفساد والشائعات بين أفراد المجتمع وبدأت تتنقل من فرد إلى آخر. لذلك أثرت وسائل التواصل الاجتماعي على الأفراد سلبيا وإيجابيا.,C1,200
AR-130-95365,يتميز عصرنا الحديث بالتطور والتحول الإلكتروني. في هذه السنوات الأخيرة شهدنا على انتشار الكثير من وسائل الاتصال بالكثير من الأشكال والمواصفات. لهذه الوسائل الكثير من التأثيرات، منها الإيجابية ومنها السلبية على الفرد والمجتمع. من التأثيرات الإيجابية التي حصلنا عليها من وسائل التواصل الاجتماعي أنها أصبحت من أهم وسائل التواصل الفعالة والسريعة بين الناس في الدولة ومن خارج الدولة. إحدى إيجابيات هذه الوسائل أنها مصدر مهم وكبير لزيادة ثقافتنا ومعلوماتنا، حيث أصبحت هناك العديد من المواقع والطرق لنستفيد ولنتعلم المزيد. إنها طريقة للتعرف ولبدء علاقات جديدة مع ناس جدد حول العالم وللتعرف على ثقافات وعادات وتقاليد جديدة. إنها أيضا وسيلة فعالة لمعرفة آخر الأخبار المنتشرة حولنا - المحلية والعالمية - في دقائق. تعد وسائل التواصل الاجتماعي مصدرا مهما للترفيه ولتقضية وقت الفراغ، فمن يريد أن يرفه عن نفسه في وقت فراغه يستطيع استخدام أحد هذه الوسائل للتصفح فيها ولمشاهدة بعض الأفلام والصور. تتعدد إيجابيات وسائل التواصل الاجتماعي، لكن لا زال هناك بعض من التأثيرات السلبية. من بعد انتشار هذه الوسائل أصبح خروجنا إلى خارج المنزل للترفيه محدودا، وأصبحنا لا نرى أصدقاءنا بكثرة لأننا ارتبطنا بهذه الوسائل للتواصل معهم. أصبح الجلوس والتجمع مع الأصدقاء والأهل من دون أن نمسك الهواتف لكي نتصفح وسائل التواصل الاجتماعي مستحيلا لأنه أصبح جزءا مهما من يومنا. لهذه الوسائل تأثير سلبي على الأطفال أيضا ليس فقط كبار السن. أصبحت طفولتهم ملتفة حول هذه البرامج ولم يعودوا يعيشون طفولتهم مثل الأجيال السابقة. قبل ظهور هذه البرامج كانت لدى الأطفال اهتمامات مختلفة مثل اللعب في الحديقة والخروج إلى الأسواق التجارية والذهاب إلى الملاهي، أما الآن أصبحوا فقط يفكرون بآخر البرامج المتوفرة وأحدث الإلكترونيات. لوسائل التواصل الاجتماعي الكثير من التأثيرات، منها الإيجابية ومنها السلبية، لكن إذا استخدمناها بطريقة سليمة لن تؤثر علينا بطريقة سلبية.,B2,250
AR-130-95601,مع التطور الكبير في المجال التكنولوجي عالميا ظهرت إحدى البرامج التي كان لها دور كبير في تطوير التواصل بين المجتمعات والحضارات تسمى بمواقع التواصل الاجتماعي. وبالفعل حدث ما هو متوقع ومطلوب من مصممي هذه البرامج من تطور إيجابي في أساليب التواصل في المجتمع. ومثل أي اختراع تكنولوجي حدث ما كانوا غافلين عنه من أعراض سلبية تؤثر على الفرد والمجتمع تأثيرا سلبيا والقليل من المشاكل الصحية. شهدت مواقع التواصل الاجتماعي الشهيرة تأثيرا كبيرا على الفرد، إذ أصبح الفرد يحب الجلوس وحيدا مما أدى إلى بعض الحالات من الانعزال عن المجتمع وأصبح يشكل أحيانا أضرارا جانبية للعين مما يستدعي مراجعة طبيب عيون لمعالجة هذه المشكلة في حال استخدم الفرد مواقع التواصل الاجتماعي بكثرة يوميا. وأحدثت أيضا بعض الآثار الإيجابية كتواصل أسهل وأسرع بين المجتمعات على مدار جميع دول العالم في الكرة الأرضية. ومن أشهر مواقع التواصل الاجتماعي سنابتشات وإنستجرام وتويتر، جميعها تستخدم مجانا دون فرض رسوم للاشتراك مما ساعد على انتشارها على نطاق واسع في العالم وبكثرة في المجتمع العربي. وأصبحت مواقع التواصل الاجتماعي سوقا للمشاهير لعرض إعلاناتهم والترويج عن بضاعة الغير سواء كانت من الشركات أو من المشاريع الصغيرة للأفراد. أحيانا تعرض على هذه المواقع أدوية غير مرخصة من وزارة الصحة في الدولة المستخدمة للإعلان مما يحول هذا الإعلان من إعلان تجاري ومادي إلى سلعة قاتلة تسبب الضرر الصحي والاقتصادي للفرد والمجتمع. وغالبا ما تكون هذه السلع منتجات التخسيس أو إنقاص الوزن لانتشار السمنة بشكل كبير في العالم. قبل استخدام مواقع التواصل الاجتماعي يجب علينا أن نكون على علم بكافة السلبيات والإيجابيات لتجنب حصول المشكلات وعدم استخدام أي منتجات تعرض في هذه المواقع قبل السؤال عنها والتأكد من صحة نتائجها. ومن المهم أيضا تخصيص أوقات لاستخدام مواقع التواصل الاجتماعي وعدم استخدامها لأكثر من أربع ساعات يوميا تقريبا لتجنب الأعراض السلبية الناتجة عن كثرة استخدامها والحفاظ على الصحة.,B2,300
AR-130-95626,يعد التسامح أحد أهم الصفات التي يجب أن يتحلى بها الإنسان في حياته، حيث إن التسامح يخلق مجتمعات راقية ومتحضرة تسعى دوما إلى التطور والارتقاء، وإن فقدت المجتمعات صفات التسامح سيفقد العالم النظام الذي هو عليه، وستعم الفوضى في كل مكان. الصفات الحميدة هي الإرث الحقيقي للإنسان بعد مماته، فلا يتمنى أحد أن يودع هذا العالم إلا وقد امتلك شيئا من هذه الصفات ما يجعل له ذكرا حسنا بعد رحيله، ويعد التسامح أهمها، حيث إن بالتسامح تبنى المجتمعات بناءا صحيحا، لذلك يجب أن نعزز ثقافة التسامح في مجتمعاتنا وزرعها في صغارنا وترسيخها في كبارنا، حيث إن هذا ما أمر الله به، وهذا ما كان عليه نبينا، عليه الصلاة والسلام، حيث إن الله كريم يحب العفو سبحانه، وكان عليه الصلاة والسلام سمحا يحب الخير للناس، وكما أن الإسلام دين سمح ليس فيه من العسر شيء فيا لها من صفة حميدة! محظوظ من اكتسبها وطبقها خير تطبيق. وقد ساهمت دولة الإمارات العربية المتحدة في ترسيخ قيم التسامح بين أفراد شعبها، وبدأت بذلك منذ بداية الاتحاد وصولا إلى اليوم، حيث إننا اليوم في عام التسامح، نعلم صغارنا السماحة في كل شيء، ونزرع فيهم صفة العفو عند المقدرة، فذلك من صفات والدنا وقائدنا الشيخ زايد رحمه الله، وهي في أبنائه زرعها هو كما أنبت الأرض زرعا، فأصبحت هذه الصفة هي ما تمثلنا كأبناء زايد، وأصبحت الإمارات رمزا للتسامح والرقي والتطور في جميع المجالات. إن في التسامح رفعة للإنسان، فيجب علينا التمسك بقيم التسامح وعدم إهمالها مهما تغير الزمان والمكان، ويجب أن نتذكر كيف أن التسامح رفع المجتمعات إلى حيث شاءت، وبالتسامح سنصل إلى حيث نشاء.,C1,250
AR-130-95796,جميعنا نعلم أن مواقع التواصل الاجتماعي لها تأثير كبير على الأفراد والمجتمع، منها الإيجابي ومنها السلبي. سوف نتطرق في هذا الموضوع إلى بعض هذه التأثيرات. سوف أبدأ بالسلبي أولا ومن ثم الإيجابي. أولا يوجد الكثير من الناس الذين يستعملون هذه البرامج بهدف الإيقاع بالآخرين وخداعهم، فمن يتقمص شخصية ناس أبرياء، ومن يكذب على الغير بهدف الحصول على الأموال، ولدينا من يدخل إلى أجهزة الآخرين بهدف الحصول على بعض الصور والمعلومات الشخصية يبدأ بنشرها في كل مكان وهذا يتسبب في أذية المجني عليه نفسيا ويسبب له المشاكل. ثانيا توجد الكثير من العصابات التي تسرق الأموال عن طريق تقمصها لشخصية موظف البنك. وهناك من تصيبه الكآبة والعزلة عن العائلة والمجتمع بسبب كثرة الاستخدام. قد ذكرنا بعضا من السلبيات التي قد يستفيد منها البعض، سوف نذكر بعضا من الإيجابيات الآن. عن طريق برامج التواصل الاجتماعي يتمكن الفرد من التواصل مع أشخاص من دول العالم وبهذا يعزز ثقافته ويكتسب المزيد من المعلومات حول دولة الشخص، ويسهل التواصل مع العائلة أينما كان. هذه الأيام جميع الناس يمكنهم الاستفادة من برامج التواصل الاجتماعي عن طريق إطلاق علامتهم التجارية الخاصة، فيكون هذا مصدر دخل عن طريق هذه البرامج. يعتقد البعض أن هذه البرامج عديمة الفائدة لكن الكثير من الأشخاص يستغلون حساباتهم في نشر النصائح وتوعية المجتمع. في النهاية لا يمكننا الحكم على الكتاب من عنوانه، أي ليس بسبب موقف أو قصة أحكم على البرنامج أنه سيئ، فكل الأشياء لها إيجابياتها وسلبياتها. شكرا.,C1,200
AR-130-95921,وسائل التواصل الاجتماعي لها مخاطر وأضرار كثيرة منها ضعف النظر والكسل وعدم التواصل مع أفراد العائلة. الكثير من الناس لا يشعرون أن وسائل التواصل الاجتماعي لها مخاطر عليهم وعلى الذين حولهم. النظر يعد من أهم الحواس لدى الإنسان، فالنظر شيء ثمين. الكثير من المراهقين يجلسون أمام الهاتف أو الحاسوب لساعات طويلة دون الشعور بمرور الوقت، فيبدأ النظر بالضعف وتتعب الأعين من الضوء وتحمر، تطلب الأعين الراحة. يجهل المراهقون ذلك ولا يهتمون لضعف النظر، فيجلسون أمام الهاتف لساعات طويلة، بعد ذلك يلبسون النظارة الطبية ويجلسون على مواقع التواصل الاجتماعي لأنهم يظنون أن نظرهم لن يضعف مرة أخرى. الكسل يعد من أسوأ الصفات لدى الإنسان. العديد من الناس يجلسون على السرير أمام الهاتف يتصفحون مواقع التواصل الاجتماعي، لا يتحركون من مقعدهم. هذه العادة خطرة للجسم وعلى صحة الإنسان، فالجسم يحتاج إلى الحركة والمشي أو الرياضة. فخطر جدا على الجسم أن يجلس في نفس الموضع لساعات أو يوم كامل فيمرضون ويتعب جسمهم. التواصل مع أفراد العائلة والجلوس معهم يجلب السعادة للإنسان، لكن إذا انعزل الإنسان في غرفته مع حاسوبه وهاتفه لن يتذكر أهله وأفراد عائلته. ذات يوم قالت لي فتاة قصتها مع مواقع التواصل الاجتماعي وكيف أثرت على حياتها مع أهلها. قالت الفتاة أنها كانت تجلس ساعات طويلة في غرفتها على هاتفها، لا تتحرك من مقعدها ولا تخرج مع أهلها، كانت منعزلة عن حياتها الاجتماعية، فذات يوم سمعت أهلها في غرفة المعيشة يضحكون ويستمتعون بوقتهم مع بعض، وقالت أنها سترجع بعد ساعة. مرت الساعة، خرجت الفتاة لأهلها لكن انصدمت عندما رأت أن أهلها قد ذهبوا إلى النوم، فأدركت بعدها أنها إذا لم تغير نمط حياتها سوف تكون وحيدة لا أحد يسأل أو يستفسر عنها. في الختام نستطيع أن ندرك أن لمواقع التواصل الاجتماعي مخاطر عديدة منها الكسل وضعف النظر وعدم التواصل مع العائلة وأفراد الأسرة. هناك الكثير من العادات الخطرة التي لم أتكلم عنها، لكن بالنسبة لي أن هذه الثلاثة مخاطر أهمها.,B1,300
AR-130-95973,التواصل أصبح جزءا لا يتجزأ من حياتنا اليومية. مع تطور التكنولوجيا وتوفر الإنترنت لكافة الناس في أنحاء العالم ساهم ذلك في التأثير على فئة كبيرة من الناس من مختلف الأعمار، ولا سيما المراهقون الذين يكثرون في استخدامهم لتلك الأجهزة للتواصل ومتابعة المشاهير أو للتحدث مع أصدقائهم. ونعلم أن وسائل التواصل الاجتماعي لديها إيجابيات وسلبيات كثيرة ومتعددة ومن فوائدها: أولا بسبب توفر المعلومات وسهولة الوصول إليها أصبح بحوزتنا المقدرة على متابعة مجموعات مختلفة من الناس الناجحين والمثابرين الذين وصلوا إلى القمة.,B1,50
AR-130-96120,سلاح ذو حدين نحن اليوم نعيش في عصر السرعة والبداهة الإلكترونية، فالكثير لا يعي حقيقة عيشنا في زمن يسهل فيه الخداع والنصب الذي يجب فيه أن تكون ذكيا إلكترونيا، فحينما نقول سلاحا ذا حدين نقصد به معان كثيرة ولكن ما هو أحدها يا ترى؟ وسائل التواصل الاجتماعي هي من أحد هذه الأسلحة التي قد تكون في متناول الجميع وسهل امتلاكها والتي قد تضر أو تساعد. فجميعنا ندرك خطورة هذه الوسائل علينا وعلى أطفالنا ومجتمعاتنا، ولكن كيف يكون تأثيرها إيجابيا أو سلبيا وذلك بحسب الشخص وكيفية استخدامه لها. فعلى سبيل المثال يحدد كل فرد أثر هذا التواصل عليه بحسب استخدامه لها إن كان إيجابيا أو سلبيا. إذا كان استخدامه إيجابيا أي أنه يعلم كيف يتجنب المواقع الخطرة ويستخدم منها ما هو مفيد ولا يضيع وقته فيها، فحينها يكتمل معنى الاستخدام الإيجابي فبذلك تندرج عليه آثار إيجابية. فعلى الفرد النمو الفكري وتطوير النفس وإدارة الوقت بشكل أفضل، وعلى المجتمع التقدم في الفكر والعمل وتحسين وازدهار المجتمع وتقارب وتكافل المجتمع. على الرغم من علم الجميع بمخاطر وسائل التواصل الاجتماعي إلا إن البعض يسيء استخدامها، كمشاهدة البرامج والمسلسلات غير الهادفة ومراسلة الأصدقاء لساعات طويلة وغيرها من الأمور التي قد تؤدي بالشخص للضياع. فهنا يكون لها تأثير سلبي على الفرد وعلى المجتمع كذلك، إضاعة الوقت بما هو ليس مفيدا (فالوقت كالسيف إن لم تقطعه قطعك)، الهلاك والضياع والضياع الفكري. أما بالنسبة للمجتمع فتدهوره وتدمره، وفساده في ما يضر ولا ينفع، انتشار النزاعات والجرائم بسرعة فائقة لأن هذه الوسائل جعلت العالم يصبح أصغر وأقرب مما كان عليه سابقا. وفي النهاية يكون تأثير وسائل التواصل الاجتماعي شديد الأهمية سواء كان على الفرد أو المجتمع، فيجب على الأفراد الحذر من هذا السلاح الخطير واستخدامه بالطريقة الصحيحة ليتجنب العواقب الوخيمة، أو أن تتحقق الفوائد العظيمة.,C1,250
AR-130-96463,إن وسائل التواصل الاجتماعي سلاح ذو حدين، لها جانب حاد وهي سلبياتها التي تنعكس على الفرد والمجتمع بصورة عواقب وخيمة مع الزمن، حتى أصبح الناس يطلقون عليها وسائل المحو الاجتماعي، ولها إيجابياتها التي تجعل حياة الإنسان متطورة متحضرة ومواكبة للتقدم الحضاري. يشهد الآن العالم العديد من تطبيقات وسائل التواصل الاجتماعي التي تجعل حياة الفرد والمجتمع أسهل، حيث أصبح العالم قرية صغيرة، لأن هذه الوسائل تقرب الناس إلى بعضهم بطريقة سريعة ومريحة. كما أصبح تناقل المعلومات ونشر الأخبار وتعلم العديد من الأشياء أسهل بكثير. إن هذه الوسائل ساهمت في رفع معدل الإنتاج المعلوماتي للمجتمعات، حيث استطاع الفرد نشر خبراته في مختلف المجالات في هذه المنصات. لكن لهذه الوسائل جوانب أخرى تؤثر فيه على مستوى الفرد مثل الإدمان عليها واستخدامها لضياع الوقت. إن عدم استغلال الفرد لها بطريقة صحيحة يؤثر في المجتمعات، فيجعله مجتمعا متكاسلا، عقيم الخبرات والمواهب، ويجعل حياة الفرد أسوأ.,B2,100
AR-130-96479,وسائل التواصل الاجتماعي وتأثيرها على الفرد والمجتمع نعيش الآن في زمن أصبح فيه الكوكب كقرية صغيرة، حيث إن الأخبار تتناقل فيه بسرعة كبيرة، وأصبح البعيد قريبا، وهذا كله بفضل وسائل التواصل الاجتماعي التي ساهمت في جعل التواصل بين الأفراد سهلا جدا بعد تلك الرسائل البريدية التي كانت تستغرق أياما لتصل للطرف الآخر. ولكن وسائل التواصل الاجتماعي سلاح ذو حدين، حيث إن لها إيجابيات وسلبيات قد تغطي عليها. أولا نرى الكثير من الناس لا يستطيعون إمضاء يوم كامل دون استخدام وسائل التواصل الاجتماعي مما قد يؤثر سلبا عليهم وعلى علاقاتهم وحياتهم الاجتماعية. فقد ظهرت الكثير من الظواهر والمشاكل التي لم تكن موجودة سابقا، كالتنمر والابتزاز الإلكتروني، وسرقة المعلومات الشخصية واستخدامها لأغراض غير لائقة، وهذا كله بفضل الاستخدام السيئ لوسائل التواصل الاجتماعي. ولا ننسى أن وسائل التواصل الاجتماعي قد سرقت منا الاجتماعات العائلية ومع الأصدقاء، فقد أصبحت الرسائل هي وسائل التواصل الوحيدة بيننا، وقد تحولت تلك الضحكات والتجمعات العائلية إلى محادثات لا تحوي أيا من المشاعر الحقيقية. ثانيا في الطرف الآخر، فإن وسائل التواصل الاجتماعي لها إيجابيات كثيرة، فقد سهلت نشر المعرفة بين كافة فئات المجتمع وقللت متاعب الغربة على البعض من خلال المكالمات بالفيديو، وأيضا وفرت الكثير على الجهات الحكومية وغيرها، حيث إنه يمكن لأي شخص إنهاء معاملاته في دقيقة دون أي تعب، وقدمت الكثير من الخدمات كالشراء والبيع من خلالها. في الختام إن وسائل التواصل الاجتماعي تعتمد على كيفية استخدامها، فكما قلنا سابقا هي سلاح ذو حدين، لذا على الجميع توخي الحذر عند استخدامها وتوقع أخطاء الآخرين أيضا، ولا ننكر أنها أصبحت جزءا لا يتجزأ من حياتنا في هذا الزمان.,C1,250
AR-130-96682,وسائل التواصل الاجتماعي عندما دخلت وسائل التواصل الاجتماعي عالمنا أحدثت تغيرا هائلا في حياتنا اليومية، ولكن لكل شيء جديد جوانب إيجابية وسلبية. فقد أصبح بعض الناس أكثر قربا لبعض أصدقائهم المغتربين، والبعض أصبح أكثر بعدا عن إخوانه الذين يجلسون في الغرفة المجاورة، وهنا يأتي دور الفرد في استخدام الشيء باتزان. إن وسائل التواصل الاجتماعي أفادت شتى البشر، فقد أصبح من الممكن أن ترى وتطمئن على أخيك الذي سافر ليدرس في دولة بعيدة وأنت في صالة منزلك، وتستطيع أن تسمع أخبار العالم بكبسة زر، وغيرها الكثير من الأشياء الجميلة والمفيدة التي تستطيع أن تفعلها إذا باستخدامك لوسائل التواصل الاجتماعي. ولكن هناك من يسيء استخدامها، فهناك من استخدموا هذه التكنولوجيا لعمل السوء، فمنهم من ينشر الإشاعات ويشوه سمعة مجتمع ودولة، ومنهم من أصبح مدمنا في استخدام هذه الوسائل حتى أثر ذلك على جسده فبسبب الإدمان أصبح هذا الشخص كسولا لا يحب الحركة، وبالتالي سوف يكون أكثر عرضة للأمراض. ولذلك يجب علينا أن نستخدم هذه الوسائل بحكمة وباتزان، لأن أي شيء إذا استخدمته زيادة عن اللزوم سوف ينقلب ضدك.,B2,150
AR-130-96735,في هذا العصر الجديد الجميع مدمنون على التكنولوجيا وخصيصا استخدام التواصل الاجتماعي يوميا من دون توقف. في كل شيء تتواجد السلبيات والإيجابيات ولكن في بعض الأحيان قد تتدفق السلبيات على الإيجابيات مما سيجعلها أكثر خطرا على المجتمع. وسائل التواصل الاجتماعي هي وسيلة للتواصل ومعرفة آخر الأخبار المهمة في العالم. يمكن للفرد أن يستخدم التواصل الاجتماعي بالطريقة الصحيحة وهذا باتباع القوانين المطالبة. من أكبر مخاطر استخدام التواصل الاجتماعي وأكثرها عرضا هي استخدام الأطفال - بشكل غير صحي - للتواصل الاجتماعي بالطريقة الخاطئة مما يؤدي إلى الكثير من المشاكل. تتواجد الكثير من الأشياء المطروحة على التواصل الاجتماعي التي لا يجب لأي طفل أن يراها أو يقرأها ولا تتواجد أمور لمنع ظهور هذه الأشياء التي قد تضر تفكير الطفل وأفعاله. كما أن استخدام التواصل الاجتماعي قد يضر بالصحة النظرية والجلوس لوقت طويل للنظر إلى الهاتف. كما أن في بعض الأحيان تتداول مواضيع سياسية بين الدول قد يقع الشخص في الكثير من المصائب أثناء طرحها أو التعليق عليها. لهذا يجب على الفرد أن يكون واعيا على هذه المخاطر وعليه أن يعرف مدى أهميتها لعدم الوقوع في هذه الأخطاء واستخدام التواصل الاجتماعي بشكل صحيح.,B1,150
AR-130-96882,في عام ٢٠١٩ أطلق صاحب السمو الشيخ محمد بن راشد آل مكتوم على هذا العام اسم عام التسامح لتعزيز وترسيخ معنى التسامح لدى أفراد مجتمع الإمارات العربية المتحدة، وحرصه على نشر التسامح بين الناس. أصدرت الكثير من المحاضرات والمجلات ذكر أهمية التسامح، كما أن الكثير في المدارس أطلق مبادرات عن التسامح وتركيزها على الأطفال لتعزيز مفهوم التسامح منذ الصغر لغرس الحب في التسامح في قلوبهم. كما حرص النبي - صلى الله عليه وسلم - على التسامح وكان يمتاز بهذه الصفة رغم مواجهته للكثير من الصعوبات من قبل العديد من الناس. فكان يمتاز بهذه الصفة الحميدة لذلك اهتمت دولة الإمارات وحاكم دبي بإطلاق هذا الاسم ليهتم الكثير به وتطبيقه في حياتهم اليومية، فهي صفة محبوبة عند الله. كما أنه ذكر في دين الإسلامي وحرص الدين الإسلامي على الاقتداء بالنبي عليه الصلاة والسلام وهذه الصفة النبيلة.,B1,100
AR-130-96883,في عصرنا الحالي المبني على التكنولوجيا، تتمتع وسائل التواصل الاجتماعي بأهمية كبيرة، حيث يستصعب على الكثير من الناس العيش من دونها. لدى وسائل التواصل الاجتماعي أثر كبير على حياتنا اليومية وعلينا أن نتفادى الوقوع في سلبيات هذه الآثار. لدى وسائل التواصل الاجتماعي إيجابيات وسلبيات عديدة، من إيجابيات هذه الوسائل التعرف على ناس جدد وشعوب مختلفة، بذلك نكون قد كونا دائرة جديدة من الأصدقاء، وهذا بحد ذاته يساهم في تطوير شخصياتنا، وقال الله عز وجل: (وخلقناكم شعوبا وقبائل لتعارفوا). من الآثار الجميلة أيضا هي نشر الوعي لدى الفرد والمجتمع. عندما نستغل هذه الوسائل في تنمية المجتمع ونشر قيم مهمة نكون قد أجدنا استخدامها. أما إذا استغلينا هذه الوسائل في نشر الفكر الخاطئ، نكون قد وقعنا في فخ وسائل التواصل الاجتماعي. من سلبيات هذه الوسائل استغلالها في نشر الإشاعات والتحدث بشكل خاطئ عن الآخرين. الأمر السيئ في وسائل التواصل الاجتماعي هو سرعة انتشار الأخبار التي يكون معظمها خاطئا، فنحن كأفراد بالغين وعاقلين، يجب علينا أن نمنع انتشار هذه الإشاعات بتخفيف استخدام وسائل التواصل الاجتماعي. مع الاستخدام الكثير للتكنولوجيا ووسائل التواصل الاجتماعي، يجب علينا أن ندرك أثرها علينا حتى لا تؤثر سلبيا على حياتنا اليومية.,C1,150
AR-130-97035,إن وسائل التواصل الاجتماعي تلعب دورا مهما في حياتنا الاجتماعية في قرننا هذا، فكل شيء يحدث عبر الإنترنت ومواقع التواصل الاجتماعي. لهذه المواقع آثار إيجابية وآثار سلبية على المجتمع، وترتكز آثارها السلبية على الأطفال بالأكثرية. الآثار الإيجابية في مواقع التواصل الاجتماعي أنها تسهل عملية التواصل مع الأقارب والأصحاب، ففي الماضي كان الآباء يخرجون من منازلهم للذهاب إلى منزل جارهم أو صاحبهم لنقل الأخبار بسبب عدم وجود هواتف أو وسائل للتواصل. حاليا فإن التواصل بالآخرين سهل جدا لتوفر المواقع والبرامج للتواصل، وأيضا إن البحث عن المعلومات أصبح أسهل بكثير، لذلك فإن وجود هذه الوسائل للتواصل الاجتماعي مهم. لوسائل التواصل الاجتماعي أيضا تأثير سلبي على المجتمع منهم الكبار والصغار، فإنه يحجب من تواصل الأشخاص في مكان - غير الهواتف - فرؤية الأصحاب أصبحت قليلة لوجود المواقع والإنترنت. وللأطفال فإن مواقع التواصل لها أثر سلبي عليهم ولها مخاطر على الأطفال، فبإمكانهم التواصل مع أشخاص لا يعرفونهم ويمكن أن يسببوا خطورة كبيرة عليهم وسهولة احتيالهم والنصب عليهم إذا لم يتواجد شخص بالغ وعاقل معهم. ومواقع التواصل الاجتماعي يمكن أن ينتشر فيها أخبار كاذبة ومنها حقيقية، لذلك يجب الحذر من بعض مواقع التواصل الاجتماعي ومراقبة الأطفال. تتطور وسائل التواصل الاجتماعي بين الحين والآخر وتظهر منها إيجابيات جديدة وسلبيات جديدة، وعلى المجتمع الحذر دائما من الوقوع في الفخ لأنه ليس كل شيء يقال يصدق.,B2,200
